state_po,district,incumbent,incumbent_party,status_text,dem_candidate,rep_candidate,other_candidates,n_dem,n_rep,incumbent_running,paired_incumbents,harris24,trump24,total24,biden20,trump20,total20,pres24_margin,pres20_margin,lines_changed,race_type,race_note
IL,11,Bill Foster,D,Incumbent renominated,Bill Foster,Jeff Walter,,1,1,True,1,198860,157499,361856,215328.0,157129.0,380478.0,11.606554064861559,15.625696389113374,False,standard,
IL,12,Mike Bost,R,Incumbent renominated,Julie Fortier,Mike Bost,,1,1,True,1,102645,264477,372700,106204.0,270198.0,383257.0,-44.08125909098338,-43.568843948756914,False,standard,
IL,13,Nikki Budzinski,D,Incumbent renominated,Nikki Budzinski,Jeff Wilson,,1,1,True,1,180464,145725,331866,195393.0,155142.0,358904.0,10.649960605661136,11.482733535880868,False,standard,
IL,14,Lauren Underwood,D,Incumbent renominated,Lauren Underwood,James Marter,,1,1,True,1,173949,156554,335428,191028.0,151016.0,348998.0,5.2631897441173,11.69791021038229,False,standard,
IL,15,Mary Miller,R,Incumbent renominated,Jennifer Todd,Mary Miller,,1,1,True,1,111678,263292,381405,117057.0,270236.0,395434.0,-40.433634690775264,-39.55119250799782,False,standard,
IL,16,Darin LaHood,R,Incumbent renominated,Paul Nolley,Darin LaHood,,1,1,True,1,147743,236254,390305,152633.0,238789.0,400519.0,-23.049919660830685,-22.011026462488058,False,standard,
IL,17,Eric Sorensen,D,Incumbent renominated,Eric Sorensen,Dillan Vancil,,1,1,True,1,162905,147899,316290,174821.0,148985.0,331627.0,4.828123190177733,7.9788515345608175,False,standard,
IN,1,Frank J. Mrvan,,Incumbent renominated,Frank Mrvan,Barb Regnitz,,1,1,False,1,161625,160330,327083,181832.0,153364.0,340700.0,0.4022301253280738,8.492941443215313,False,standard,
IN,2,Rudy Yakym,R,Incumbent renominated,Jamee Decio,Rudy Yakym,William Henry (Libertarian),1,1,True,1,107778,187182,299603,117687.0,187968.0,311424.0,-26.920260374288038,-22.993571183196742,False,standard,
IN,3,Marlin Stutzman,R,Incumbent renominated,Kelly Thompson,Marlin Stutzman,,1,1,True,1,107772,207946,321172,111650.0,209890.0,328584.0,-31.72894798522732,-30.55296386141693,False,standard,
IN,4,Jim Baird,R,Incumbent renominated,Drew Cox,Jim Baird,,1,1,True,1,114999,213001,333994,118417.0,219029.0,345309.0,-29.878658536585366,-29.815733480319814,False,standard,
IN,5,Victoria Spartz,R,Incumbent renominated,J. D. Ford,Victoria Spartz,,1,1,True,1,150105,212150,369170,151397.0,210212.0,369022.0,-17.12743785454997,-16.26480535606138,False,standard,
IN,6,Jefferson Shreve,R,Incumbent renominated,Cinde Wirth,Jefferson Shreve,,1,1,True,1,107012,212902,325612,109391.0,215307.0,331748.0,-33.09952049613334,-32.619849829687894,False,standard,
IN,7,André Carson,D,Incumbent renominated,André Carson,Patrick McAuley,James Sceniak (Libertarian),1,1,True,1,189586,77134,271247,213498.0,84813.0,303734.0,42.161067786442715,43.13786618663073,False,standard,
IN,8,Mark Messmer,R,Incumbent renominated,Mary Allen,Mark Messmer,,1,1,True,1,103784,223051,332397,112346.0,225275.0,343948.0,-36.49150182813958,-33.448452554787764,False,standard,
IN,9,Erin Houchin,R,Incumbent renominated,Brad Meyer,Erin Houchin,Tonya Hudson (Libertarian),1,1,True,1,121011,226651,353491,126197.0,223661.0,356696.0,-30.3858345174336,-27.85815959617902,False,standard,
KS,1,Tracey Mann,R,Incumbent renominated,Lauren Reinhold,Tracey Mann,Steven Jacob (Libertarian),1,1,True,1,103889,200988,310550,110422.0,206364.0,323819.0,-31.848581559120564,-30.28606062136584,False,standard,
KS,2,Derek Schmidt,R,Incumbent renominated,Don Coover,Derek Schmidt,John Hauer (Libertarian),1,1,True,1,120738,181316,307903,130954.0,183352.0,321754.0,-20.055354340614592,-16.671014870858336,False,standard,
KS,3,Sharice Davids,D,Incumbent renominated,Sharice Davids,Eric Jenkins,Steven Hohe (Libertarian),1,1,True,1,203405,187105,397590,205621.0,187731.0,401921.0,4.174028834088756,4.548089243222355,False,standard,
KS,4,Ron Estes,R,Incumbent renominated,Katy Tyndell,Ron Estes,Drew Cranmer (Libertarian),1,1,True,1,116821,189393,311548,123326.0,193958.0,324810.0,-23.69976552345745,-22.261444006000932,False,standard,
KY,1,James Comer,R,Incumbent renominated,Drew Williams,James Comer,,1,1,True,1,88125,250232,342750,98100.0,248460.0,351824.0,-47.91004767154219,-43.38642659279778,False,standard,
KY,2,Brett Guthrie,R,Incumbent renominated,Megan Wingfield,Brett Guthrie,Thomas Loecken (Independent),1,1,True,1,100536,245734,351285,108502.0,237998.0,352498.0,-41.93201836717013,-37.372582972582975,False,standard,
KY,3,Morgan McGarvey,D,Incumbent renominated,Morgan McGarvey,Maria Rodriquez,,1,1,True,1,194712,131797,332190,220429.0,138649.0,365965.0,19.26899411654809,22.774995961880148,False,standard,
KY,4,Thomas Massie,,Incumbent lost renomination,Melissa Strange,Ed Gallrein,Jeremy Todd (Libertarian),1,1,False,1,117644,250916,374804,122980.0,244777.0,374537.0,-36.16019101367484,-33.1188801300859,False,standard,
KY,5,Hal Rogers,R,Incumbent renominated,Ned Pillersdorf,Hal Rogers,Gerardo Serrano (Independent); Mikel Wein (Independent),1,1,True,1,55275,257630,316756,64435.0,258817.0,327397.0,-64.66978795481056,-60.13327063714996,False,standard,
KY,6,Andy Barr,,Incumbent retiring to run for U.S. Senate,Zach Dembo,Ralph Alvarado,Jay Bowman (Independent); Pete Lynch (Kentucky Party),1,1,False,1,147751,201185,355524,158028.0,197944.0,363215.0,-15.313409908980443,-11.213241490903778,False,standard,
LA,1,Steve Scalise,R,Incumbent running,Lauren Jewett,Randall Arrington; Steve Scalise,Liddy Glass (Independent),1,2,True,1,108441,246801,361900,,,,-38.94809735335349,,True,jungle,
LA,2,Troy Carter,D,Incumbent running,Troy Carter; Renada Collins,Peter Williams,Lisa Ballay (Libertarian); Walter Beach (Independent),2,1,True,1,222904,77618,306729,,,,48.34454715461763,,True,jungle,
LA,3,Clay Higgins,R,Incumbent running,John Day; Priscilla Gonzalez; Tia LeBrun; Caleb Walker,Kate Cotten; Clay Higgins,,4,2,True,1,105523,226788,336856,,,,-36.49141918263314,,True,jungle,
LA,4,Mike Johnson,R,Incumbent running,Conrad Cable; Matt Gromlich,Gordon Heslop; Mike Johnson; Mike Nichols,,2,3,True,1,103444,213190,320591,,,,-34.66020705293809,,True,jungle,
LA,5,Julia Letlow,,Incumbent retiring to run for U.S. Senate,Dan McKay; Patricia Moore; Antonio Wilson,Stewart Cathey Jr.; Misti Cordell; Omar Dantzler; Michael Echols; Gabe Firment; Austin Magee,,3,6,False,1,103796,212946,320662,,,,-34.46022314691452,,True,jungle,
LA,6,Cleo Fields,,Incumbent retiring to run for Louisiana State Senate,Pat Forbes; Lindsay Garcia,Monique Appeaning; Larry Davis; Rick Edmonds; Chris Johnson; Michael Mebruer; Blake Miguez; Stephen Wagley,Rufus Craig (Libertarian),2,7,False,1,122761,231162,360237,,,,-30.628413524975773,,True,jungle,
MA,1,Richard Neal,D,Incumbent renominated,Richard Neal,,Nadia Milleron (Independent),1,0,True,1,211784,160045,379806,235190.0,150037.0,393141.0,13.91472962033623,22.104629218616555,False,same_party,D
MA,2,Jim McGovern,D,Incumbent re-elected,Jim McGovern,,,1,0,True,1,231966,141308,382912,254528.0,132546.0,395665.0,24.287252795533576,31.51387073272811,False,same_party,D
MA,3,Lori Trahan,D,Incumbent renominated,Lori Trahan,Gary Grossi,Dennis Conlon (Independent),1,1,True,1,208626,140854,357054,233536.0,131375.0,372676.0,19.39223989927893,27.996141524919775,False,standard,
MA,4,Jake Auchincloss,D,Incumbent renominated,Jake Auchincloss,Thomas Stalcup,,1,1,True,1,237730,158054,403966,263669.0,145121.0,416487.0,20.13118266529218,28.99973091318281,False,standard,
MA,5,Katherine Clark,D,Incumbent re-elected,Katherine Clark,,,1,0,True,1,265591,97371,372437,298842.0,94405.0,399703.0,46.346449490580284,51.98691916276539,False,same_party,D
MA,6,Seth Moulton,,Incumbent retiring to run for U.S. Senate,Dan Koh,Micah Jones,,1,1,False,1,255729,166654,430682,283226.0,158963.0,450070.0,21.088680178889774,28.101784531048942,False,standard,
MA,7,Ayanna Pressley,D,Incumbent re-elected,Ayanna Pressley,,,1,0,True,1,222693,47009,278443,269381.0,41245.0,314904.0,65.14004345536927,73.4439486713926,False,same_party,D
MA,8,Stephen Lynch,D,Incumbent renominated,Stephen Lynch,Robert Burke,Rasheed Walters (Independent),1,1,True,1,242623,139502,390362,277534.0,130407.0,414844.0,26.9861956166176,36.065754606671064,False,standard,
MA,9,Bill Keating,D,Incumbent renominated,Bill Keating,Tyler MacAllister,,1,1,True,1,249776,200506,457746,266296.0,183101.0,457586.0,10.942031882242684,18.51258464119698,False,standard,
MD,1,Andy Harris,R,Incumbent renominated,Dan Schwartz,Andy Harris,,1,1,True,1,171555,243356,424523,171268.0,230930.0,410539.0,-17.30515700957555,-14.833987240115565,False,standard,
MD,2,Johnny Olszewski,D,Incumbent renominated,Johnny Olszewski,Dave Wallace,,1,1,True,1,227194,154843,392005,232384.0,150927.0,391029.0,18.938218026002716,21.250890269259166,False,standard,
MD,3,Sarah Elfreth,D,Incumbent renominated,Sarah Elfreth,Berney Flowers,,1,1,True,1,249542,151360,413154,255249.0,149743.0,413425.0,24.49027443115774,26.05137879266751,False,standard,
MD,4,Glenn Ivey,D,Incumbent renominated,Glenn Ivey,George McDermott,Sam Husseini (Green),1,1,True,1,240880,33369,281855,271589.0,26247.0,302947.0,75.6651801829724,82.37486401912462,False,standard,
MD,5,Steny Hoyer,,Incumbent retiring,Adrian Boafo,Chris Chaffee,,1,1,False,1,280941,138217,428752,280898.0,128846.0,416761.0,34.05016724003836,37.109024171189816,False,standard,
MD,6,April McClain Delaney,D,Incumbent renominated,April McClain Delaney,Robin Ficker,Moshe Landman (Green),1,1,True,1,200040,177658,387773,200375.0,163848.0,371676.0,5.925898469147308,10.028746125313338,False,standard,
MD,7,Kweisi Mfume,D,Incumbent renominated,Kweisi Mfume,Scott Collier,,1,1,True,1,236171,58128,302076,251751.0,54327.0,310936.0,60.49731735411945,64.5012055750495,False,standard,
MD,8,Jamie Raskin,D,Incumbent renominated,Jamie Raskin,Cheryl Riley,Nancy Wallace (Green),1,1,True,1,296254,78619,385512,321508.0,71547.0,399296.0,58.05566151736721,63.594407907290325,False,standard,
ME,1,Chellie Pingree,D,Incumbent renominated,Chellie Pingree,Ronald Russell,,1,1,True,1,258863,165214,433356,258001.0,159932.0,430096.0,22.08301794249629,23.465244429130983,False,standard,
ME,2,Jared Golden,,Incumbent retiring,Matthew Dunlap,Paul LePage,,1,1,False,1,176789,212763,397438,177070.0,200803.0,389278.0,-9.23471064196821,-6.280681604666118,False,standard,
MI,1,Jack Bergman,R,Incumbent renominated,Callie Barr,Jack Bergman,LaVeta Davenport (Green); Zebulon Featherly (Independent); Liz Hakola (Working Class); Doc Kovaly (U.S. Taxpayers); Arnett Satterla (Libertarian),1,1,True,1,187850,290869,485753,182977.0,274971.0,465104.0,-21.519722425890762,-20.08830696935023,False,standard,
MI,2,John Moolenaar,R,Incumbent renominated,Ben Ambrose,John Moolenaar,Charlotte Magoon (Green); Richard Sills (Natural Law),1,1,True,1,151066,283908,441509,145196.0,262155.0,414538.0,-30.540216196830155,-28.712093501673003,False,standard,
MI,3,Hillary Scholten,D,Incumbent renominated,Hillary Scholten,Terri DeBoer,Joe Jock (Green),1,1,True,1,226857,193356,427349,222098.0,186701.0,416906.0,7.972385433101784,8.658778519516927,False,standard,
MI,4,Bill Huizenga,R,Incumbent renominated,Sean McCann,Bill Huizenga,Shafina Che Barnett (Green),1,1,True,1,201773,225809,434160,196696.0,213155.0,417516.0,-5.621377887750186,-4.015849662438301,False,standard,
MI,5,Tim Walberg,R,Incumbent renominated,Christian Vukasovich,Tim Walberg,Jim Bronke (Green); Sharon Marie Renier (U.S. Taxpayers); Ronald A Muszynski (Libertarian),1,1,True,1,151092,265192,422272,150368.0,248430.0,405836.0,-27.40917258410124,-24.589391120316552,False,standard,
MI,6,Debbie Dingell,D,Incumbent renominated,Debbie Dingell,Heather Smiley,Michael Mickevicius (U.S. Taxpayers); Linda Rayburn (Working Class); Clyde Shabazz (Green); Timothy A. Tegan (Libertarian),1,1,True,1,280089,171949,464014,286146.0,164381.0,456503.0,23.922767554940073,27.027236991345692,False,standard,
MI,7,Tom Barrett,R,Incumbent renominated,William Lawrence,Tom Barrett,Shane Dedrick (Green),1,1,True,1,224740,230678,462734,219465.0,217141.0,444296.0,-1.303857115880356,0.5322876918778029,False,standard,
MI,8,Kristen McDonald Rivet,D,Incumbent renominated,Kristen McDonald Rivet,Thomas Smith,Jim Casha (Green); Kathy Goodwin (Working Class); Mia C. Pettus (Libertarian),1,1,True,1,209502,218093,433716,215710.0,207003.0,429213.0,-2.009144166793344,2.059789975704556,False,standard,
MI,9,Lisa McClain,R,Incumbent renominated,Ray Pooley,Lisa McClain,Destiny Clayton (Green); Kevin Vayko (Libertarian); John Vlahos (U.S. Taxpayers); Jim Walkowicz (Working Class),1,1,True,1,161552,319082,487198,160590.0,297475.0,464737.0,-32.77545908113034,-29.883313503542073,False,standard,
MI,10,John James,,Incumbent retiring to run for governor,Christina Hines,Mike Bouchard,Andrea L. Kirby (Working Class); Kwabena Nkromo (Green); Mike Saliba (Libertarian),1,1,False,1,199324,227882,436216,209969.0,214177.0,429829.0,-6.684831205554229,-0.9921112069900458,False,standard,
MI,11,Haley Stevens,,Incumbent retiring to run for U.S. Senate,Jeremy Moss,Ethan Baker,Farid Ishac (Libertarian); Anil Kumar (Independent); Ryan Teasdale (Green),1,1,False,1,262389,188361,460276,273915.0,182229.0,462280.0,16.423294509151415,20.10023150584026,False,standard,
MI,12,Rashida Tlaib,D,Incumbent renominated,Rashida Tlaib,James Hooper,Brenda K. Sanders (Green); Marc Joseph Sosnowski (U.S. Taxpayers); Gary Walkowicz (Working Class),1,1,True,1,249017,106983,374126,285642.0,97508.0,387609.0,39.897191011235954,49.10191830875636,False,standard,
MI,13,Shri Thanedar,,Incumbent lost renomination,Donavan McKinney,T.P. Nykoriak,Simone R. Coleman (Working Class); Chris Dardzinski (U.S. Taxpayers); Raelyn Light (Green),1,1,False,1,231273,94471,333169,252697.0,83907.0,340610.0,41.99678274964389,50.144977480956854,False,standard,
MN,1,Brad Finstad,R,Incumbent renominated,Jake Johnson,Brad Finstad,,1,1,True,1,167186,213794,388291,172285.0,208058.0,388718.0,-12.233713055803454,-9.405457705281812,False,standard,
MN,2,Angie Craig,,Incumbent retiring to run for U.S. Senate,Matt Little,Eric Pratt,,1,1,False,1,220555,195780,424818,221003.0,190819.0,420650.0,5.9507367864820395,7.329380169102185,False,standard,
MN,3,Kelly Morrison,D,Incumbent renominated,Kelly Morrison,Tyler Bass,,1,1,True,1,251783,161925,422632,258543.0,167402.0,434448.0,21.720150444274704,21.397363509373275,False,standard,
MN,4,Betty McCollum,D,Incumbent renominated,Betty McCollum,Paul Wikstrom,,1,1,True,1,251495,117085,376783,268967.0,119722.0,396499.0,36.46698138802974,38.39702178348242,False,standard,
MN,5,Ilhan Omar,D,Incumbent renominated,Ilhan Omar,John Nagel,DeVelle Jackson (Independent),1,1,True,1,292800,65271,367777,319407.0,69135.0,396493.0,63.542984491902445,64.41311364022422,False,standard,
MN,6,Tom Emmer,R,Incumbent renominated,Doug Chapin,Tom Emmer,Kelly Doss (Forward-Independence),1,1,True,1,168603,253253,430366,165862.0,238872.0,413782.0,-20.06608890237427,-18.039008336339425,False,standard,
MN,7,Michelle Fischbach,R,Incumbent renominated,Erik Osberg,Michelle Fischbach,,1,1,True,1,123652,269504,399799,128550.0,260007.0,395801.0,-37.09774237198466,-33.83210185378207,False,standard,
MN,8,Pete Stauber,R,Incumbent renominated,Trina Swanson,Pete Stauber,,1,1,True,1,180905,242420,430450,182461.0,230050.0,420814.0,-14.531388413157739,-11.536419634870343,False,standard,
MO,1,Wesley Bell,D,Incumbent renominated,Wesley Bell,Paul Berry,Tom Schmitz (Libertarian),1,1,True,1,244275,64567,314220,278269.0,71037.0,355000.0,58.18768172722622,59.32677938540993,False,standard,
MO,2,Ann Wagner,R,Incumbent renominated,Fred Wellman,Ann Wagner,Brandon Daugherty (Libertarian),1,1,True,1,196255,230556,433971,198823.0,232845.0,438960.0,-8.036578251263439,-7.8815200570809045,False,standard,
MO,3,Bob Onder,R,Incumbent renominated,Bethany Mann,Bob Onder,Jim Higgins (Libertarian),1,1,True,1,146055,254638,406388,142584.0,247108.0,397210.0,-27.09880132670149,-26.82220830809973,False,standard,
MO,4,Mark Alford,R,Incumbent renominated,Jordan Herrera,Mark Alford,Thomas Holbrook (Libertarian),1,1,True,1,106163,265110,375940,109920.0,257315.0,374598.0,-42.811354448074596,-40.136424905033564,False,standard,
MO,5,Emanuel Cleaver,D,Incumbent renominated,Emanuel Cleaver,Rick Brattin,Randy Langkraehr (Libertarian),1,1,True,1,205020,126971,337623,217895.0,125686.0,350584.0,23.50937224201861,26.837630718811575,False,standard,
MO,6,Sam Graves,,Incumbent retiring,Josh Smead,Chris Stigall,Andy Maidment (Libertarian),1,1,False,1,114818,263613,382953,115548.0,255727.0,377863.0,-39.31892471811242,-37.75611069961619,False,standard,
MO,7,Eric Burlison,R,Incumbent renominated,Missi Hesketh,Eric Burlison,Kevin Craig (Libertarian),1,1,True,1,105495,265470,375382,103423.0,254241.0,364374.0,-43.124014394889,-42.16750917061823,False,standard,
MO,8,Jason Smith,R,Incumbent renominated,Chris Reichard,Jason Smith,Rebecca Sharpe Lombard (Libertarian),1,1,True,1,82518,281060,367119,86552.0,274779.0,366570.0,-54.60781455423596,-52.09267956527395,False,standard,
MS,1,Trent Kelly,R,Incumbent renominated,Cliff Johnson,Trent Kelly,,1,1,True,1,99872,219885,324057,111535.0,217291.0,333728.0,-37.53256379062851,-32.1616903772816,False,standard,
MS,2,Bennie Thompson,D,Incumbent renominated,Bennie Thompson,Ron Eller,Bennie Foster (Independent),1,1,True,1,170917,112590,286455,208159.0,121206.0,333247.0,20.573389722299627,26.400194313299835,False,standard,
MS,3,Michael Guest,R,Incumbent renominated,Michael Chiaradio,Michael Guest,Erik Kiehle (Libertarian),1,1,True,1,113023,207443,323626,128386.0,212321.0,345011.0,-29.463344005292292,-24.635537279832818,False,standard,
MS,4,Mike Ezell,R,Incumbent renominated,Jeffrey Hulum III,Mike Ezell,Carl Boyanton (Independent),1,1,True,1,82856,207826,293870,91318.0,205946.0,301772.0,-42.99199812853909,-38.56100974218204,False,standard,
MT,1,Ryan Zinke,,Incumbent retiring,Sam Forstag,Aaron Flint,Nick Sheehy (Libertarian),1,1,False,1,137405,174604,322059,143417.0,165189.0,316603.0,-11.922412494511375,-7.054950325009883,False,standard,
MT,2,Troy Downing,R,Incumbent renominated,Brian Miller,Troy Downing,Michael Eisenhauer (Independent); Patrick McCracken (Libertarian),1,1,True,1,94501,177475,280904,101369.0,178413.0,287037.0,-30.507838926964144,-27.53715392698601,False,standard,
NC,1,Don Davis,D,Incumbent renominated,Don Davis,Laurie Buckhout,Tom Bailey (Libertarian),1,1,True,1,182616,230734,416748,,,,-11.640982218458934,,True,standard,
NC,2,Deborah Ross,D,Incumbent renominated,Deborah Ross,Eugene Douglass,Matthew Laszacs (Libertarian),1,1,True,1,271376,132352,410662,,,,34.43506519240677,,True,standard,
NC,3,Greg Murphy,R,Incumbent renominated,Raymond Smith Jr.,Greg Murphy,Daniel Cavender (Libertarian),1,1,True,1,147727,194854,345647,,,,-13.756454677871803,,True,standard,
NC,4,Valerie Foushee,D,Incumbent renominated,Valerie Foushee,Max Ganorkar,Guy Meilleur (Libertarian),1,1,True,1,312671,115458,435313,,,,46.06391998673297,,True,standard,
NC,5,Virginia Foxx,R,Incumbent renominated,Chuck Hubbard,Virginia Foxx,Robert Luffman (Libertarian),1,1,True,1,165367,237737,407131,,,,-17.953183297610543,,True,standard,
NC,6,Addison McDowell,R,Incumbent renominated,Cyril Jefferson,Addison McDowell,,1,1,True,1,159318,226306,390326,,,,-17.37132543617617,,True,standard,
NC,7,David Rouzer,R,Incumbent renominated,Kimberly Hardy,David Rouzer,Maad Abu-Ghazalah (Libertarian),1,1,True,1,188984,250257,443261,,,,-13.94974512852853,,True,standard,
NC,8,Mark Harris,R,Incumbent renominated,Colby Watson,Mark Harris,Bo Whitehead (Green),1,1,True,1,162688,241935,408938,,,,-19.58539183387993,,True,standard,
NC,9,Richard Hudson,R,Incumbent renominated,Richard Ojeda,Richard Hudson,,1,1,True,1,158667,219161,381829,,,,-16.01098912732778,,True,standard,
NC,10,Pat Harrigan,R,Incumbent renominated,Ashley Bell,Pat Harrigan,Steve Feldman (Libertarian),1,1,True,1,168721,242317,415176,,,,-17.90491390090454,,True,standard,
NC,11,Chuck Edwards,,Incumbent retiring,Jamie Ager,Jennifer Balkcom,Travis Groo (Libertarian),1,1,False,1,196320,238092,439574,,,,-9.615756470815723,,True,standard,
NC,12,Alma Adams,D,Incumbent renominated,Alma Adams,Jack Codiga,,1,1,True,1,254841,91752,352991,,,,47.05490301304412,,True,standard,
NC,13,Brad Knott,R,Incumbent renominated,Paul Barringer,Brad Knott,Steven Swinton (Libertarian),1,1,True,1,175125,245091,424917,,,,-16.650008567022674,,True,standard,
NC,14,Tim Moore,R,Incumbent renominated,Lakesha Womack,Tim Moore,,1,1,True,1,170950,232364,407378,,,,-15.227341475872397,,True,standard,
ND,0,Julie Fedorchak,R,Incumbent renominated,Trygve Hammer,Julie Fedorchak,Helene Neville (Independent); Charles Tuttle (Independent),1,1,True,1,112327,246505,365059,114902.0,235595.0,359890.0,-37.392986132786376,-34.43481684579326,False,standard,
NE,1,Mike Flood,R,Incumbent renominated,Chris Backemeyer,Mike Flood,Daniel Hartong (America First); Nik Sandman (Libertarian),1,1,True,1,136153,177666,318304,136956.0,171957.0,316440.0,-13.228325882116762,-11.330374571481292,False,standard,
NE,2,Don Bacon,,Incumbent retiring,Denise Powell,Brinker Harding,Eric Foreman (Libertarian),1,1,False,1,163541,148905,316690,163239.0,143429.0,312940.0,4.684329452129328,6.459754522806422,False,standard,
NE,3,Adrian Smith,R,Incumbent renominated,Becky Stille,Adrian Smith,Macey Budke (Working People); Mark Cohen (Independent); David Else (Legal Marijuana Now),1,1,True,1,70301,238245,312165,74388.0,241459.0,322332.0,-54.43078179590726,-52.896180745740814,False,standard,
NH,1,Chris Pappas,,Incumbent retiring to run for U.S. Senate,Stefany Shaheen,Anthony DiLorenzo,,1,1,False,1,208186,199942,411957,210310.0,186410.0,403198.0,2.01995452407088,6.024400080661423,False,standard,
NH,2,Maggie Goodlander,D,Incumbent renominated,Maggie Goodlander,Lily Tang Williams,Robbie Mahrou (Independent),1,1,True,1,210302,195581,410159,214627.0,179250.0,400635.0,3.626907261452192,8.981737953726672,False,standard,
NJ,1,Donald Norcross,D,Incumbent renominated,Donald Norcross,Damon Galdo,,1,1,True,1,220600,150098,376377,247693.0,149375.0,402495.0,19.018716043787666,24.760998116191686,False,standard,
NJ,2,Jeff Van Drew,R,Incumbent renominated,Zack Mullock,Jeff Van Drew,Ramon Mora Jr. (Independent),1,1,True,1,166360,214917,386844,192481.0,212664.0,410535.0,-12.73536038103531,-4.981673228103518,False,standard,
NJ,3,Herb Conaway,D,Incumbent renominated,Herb Conaway,Michael McGuire,Ryan Kelly (Independent); Steven Welzer (Green),1,1,True,1,212712,179400,398668,248284.0,186603.0,440666.0,8.495531888848085,14.183224607771674,False,standard,
NJ,4,Chris Smith,R,Incumbent renominated,Rachel Peace,Chris Smith,,1,1,True,1,142650,268072,416430,163106.0,259059.0,427724.0,-30.53695687107094,-22.728790875605508,False,standard,
NJ,5,Josh Gottheimer,D,Incumbent renominated,Josh Gottheimer,Sean Kirrane,Adam Rueda (Independent),1,1,True,1,200624,194528,402838,240209.0,186611.0,432269.0,1.5426974936227071,12.557518391827937,False,standard,
NJ,6,Frank Pallone,D,Incumbent renominated,Frank Pallone,Hillary Herzig,,1,1,True,1,167151,146484,321741,197825.0,133268.0,335439.0,6.589506910899613,19.49814704629817,False,standard,
NJ,7,Thomas Kean Jr.,R,Incumbent renominated,Rebecca Bennett,Thomas Kean Jr.,Lana Leguía (Libertarian); Seamus O'Toole (Independent),1,1,True,1,216349,221591,446499,235951.0,218151.0,461600.0,-1.1969676211353153,3.9198241804704668,False,standard,
NJ,8,Rob Menendez,D,Incumbent renominated,Rob Menendez,,Aristotle Eliopoulos (Independent); Craig Honts (Independent); Da'Shone Hughey (Independent),1,0,True,1,135328,81523,222455,173894.0,64633.0,241039.0,24.811967664433183,45.80655439426145,False,same_party,D
NJ,9,Nellie Pou,D,Incumbent renominated,Nellie Pou,Rosie Pino,Terrisa Bukovinac (Independent),1,1,True,1,137598,140858,286539,185603.0,126054.0,315019.0,-1.1707415175108455,19.10722364650882,False,standard,
NJ,10,LaMonica McIver,D,Incumbent renominated,LaMonica McIver,Carmen Bucco,,1,1,True,1,196329,62565,263460,234076.0,53928.0,290354.0,51.66747780945097,62.55052013166484,False,standard,
NJ,11,Analilia Mejia,D,Incumbent renominated,Analilia Mejia,Joe Hathaway,Alan Bond (Independent),1,1,True,1,219563,183688,411672,252859.0,178835.0,437161.0,8.896444150169497,17.14733121145997,False,standard,
NJ,12,Bonnie Watson Coleman,,Incumbent retiring,Adam Hamawy,Gregg Mele,Andres Jinete (Green); Winston Jordan (Independent),1,1,False,1,205449,124491,339201,236355.0,114094.0,355052.0,24.53718857974177,34.88695930078271,False,standard,
NM,1,Melanie Stansbury,D,Incumbent renominated,Melanie Stansbury,Didi Okpareke,,1,1,True,1,194851,150029,353920,201158.0,149225.0,359557.0,12.99640454650893,14.82178073707914,False,standard,
NM,2,Gabe Vasquez,D,Incumbent renominated,Gabe Vasquez,Greg Cunningham,,1,1,True,1,130539,135451,271659,137449.0,121889.0,264675.0,-1.8466859656378058,5.999892032791184,False,standard,
NM,3,Teresa Leger Fernandez,,Incumbent renominated,Teresa Leger Fernández,Martin Zamora,,1,1,False,1,153411,137911,297824,163007.0,130780.0,299733.0,5.320573111539808,10.96951192530643,False,standard,
NV,1,Dina Titus,D,Incumbent renominated,Dina Titus,Carrie Buck,Bobby Khan (Independent); Steven St. John (Independent); Anthony Thomas (Independent); Victor Willert (Independent),1,1,True,1,168452,160877,335276,172621.0,144973.0,324286.0,2.3001314794627863,8.705454133264482,False,standard,
NV,2,Mark Amodei,,Incumbent retiring,Teresa Benitez-Thompson,David Flippo,Lynn Chapman (Independent American),1,1,False,1,176315,235008,421161,173063.0,217348.0,401970.0,-14.269321190402676,-11.34317424457815,False,standard,
NV,3,Susie Lee,D,Incumbent renominated,Susie Lee,Martin O'Donnell,David Anderson (Independent); Dean Johnson (Independent); Jon Kamerath (Independent American),1,1,True,1,187997,190836,385188,190167.0,166069.0,363064.0,-0.7494067306702425,6.764616714762124,False,standard,
NV,4,Steven Horsford,D,Incumbent renominated,Steven Horsford,Cody Whipple,Russell Best (Independent American); William Johnson (Independent); Gary Steele (Independent),1,1,True,1,172433,164484,343215,167635.0,141501.0,316056.0,2.359334791654918,8.453884374514777,False,standard,
NY,1,Nick LaLota,R,Incumbent renominated,Chris Gallant,Nick LaLota,,1,1,True,1,190070,233206,429463,207858.0,215362.0,428299.0,-10.19098649580888,-1.773073106185908,False,standard,
NY,2,Andrew Garbarino,R,Incumbent renominated,Patrick Halpin,Andrew Garbarino,,1,1,True,1,153928,204363,362137,176297.0,185233.0,365862.0,-14.07654671761222,-2.4717174231737338,False,standard,
